countyname,state,ssacounty,fips,msa,l,msaname,cbsa,cbsaname,cbsaold,cbsanameold,ssast,fipst,y2005,y2011,y2012,y2013,y2014,y2015,y2016,y2017
PARKE,IN,15600,18121,15,,INDIANA,,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
PERRY,IN,15610,18123,15,,INDIANA,,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
PIKE,IN,15620,18125,15,,INDIANA,,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
PORTER,IN,15630,18127,2960,,"GARY, IN",23844,"Gary, IN  ivision",23844,"Gary, IN",15,18,2005,2011,2012,2013,2014,2015,2016,2017
POSEY,IN,15640,18129,2440,,"EVANSVILLE-HENDERSON, IN-KY",21780,"Evansville, IN-KY",21780,"Evansville, IN-KY",15,18,2005,2011,2012,2013,2014,2015,2016,2017
PULASKI,IN,15650,18131,15,,INDIANA,,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
PUTNAM,IN,15660,18133,15,,INDIANA,26900,"Indianapolis, IN",26900,"Indianapolis-Carmel, IN",15,18,2005,2011,2012,2013,2014,2015,2016,2017
RANDOLPH,IN,15670,18135,15,,INDIANA,,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
RIPLEY,IN,15680,18137,15,,INDIANA,,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
RUSH,IN,15690,18139,15,,INDIANA,,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
ST. JOSEPH,IN,15700,18141,7800,,"SOUTH BEND, IN",43780,"South Bend-Mishawaka, IN-MI",43780,"South Bend-Mishawaka, IN-MI",15,18,2005,2011,2012,2013,2014,2015,2016,2017
SCOTT,IN,15710,18143,4520,L,"LOUISVILLE, KY-IN",,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
SHELBY,IN,15720,18145,3480,L,"INDIANAPOLIS, IN",26900,"Indianapolis, IN",26900,"Indianapolis-Carmel, IN",15,18,2005,2011,2012,2013,2014,2015,2016,2017
SPENCER,IN,15730,18147,15,,INDIANA,,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
STARKE,IN,15740,18149,15,,INDIANA,,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
STEUBEN,IN,15750,18151,15,,INDIANA,,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
SULLIVAN,IN,15760,18153,15,,INDIANA,45460,"Terre Haute, IN",45460,"Terre Haute, IN",15,18,2005,2011,2012,2013,2014,2015,2016,2017
SWITZERLAND,IN,15770,18155,15,,INDIANA,,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
TIPPECANOE,IN,15780,18157,3920,,"LAFAYETTE, IN",29140,"Lafayette, IN",29140,"Lafayette, IN",15,18,2005,2011,2012,2013,2014,2015,2016,2017
TIPTON,IN,15790,18159,3850,,"KOKOMO, IN",29020,"Kokomo, IN",29020,"Kokomo, IN",15,18,2005,2011,2012,2013,2014,2015,2016,2017
UNION,IN,15800,18161,15,,INDIANA,,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
VANDERBURGH,IN,15810,18163,2440,,"EVANSVILLE-HENDERSON, IN-KY",21780,"Evansville, IN-KY",21780,"Evansville, IN-KY",15,18,2005,2011,2012,2013,2014,2015,2016,2017
VERMILLION,IN,15820,18165,8320,,"TERRE HAUTE, IN",45460,"Terre Haute, IN",45460,"Terre Haute, IN",15,18,2005,2011,2012,2013,2014,2015,2016,2017
VIGO,IN,15830,18167,8320,,"TERRE HAUTE, IN",45460,"Terre Haute, IN",45460,"Terre Haute, IN",15,18,2005,2011,2012,2013,2014,2015,2016,2017
WABASH,IN,15840,18169,15,,INDIANA,,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
WARREN,IN,15850,18171,15,,INDIANA,,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
WARRICK,IN,15860,18173,2440,,"EVANSVILLE-HENDERSON, IN-KY",21780,"Evansville, IN-KY",21780,"Evansville, IN-KY",15,18,2005,2011,2012,2013,2014,2015,2016,2017
WASHINGTON,IN,15870,18175,15,,INDIANA,31140,"Louisville, KY-IN",31140,"Louisville-Jefferson County, KY-IN",15,18,2005,2011,2012,2013,2014,2015,2016,2017
WAYNE,IN,15880,18177,15,,INDIANA,,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
WELLS,IN,15890,18179,2760,,"FORT WAYNE, IN",23060,"Fort Wayne, IN",23060,"Fort Wayne, IN",15,18,2005,2011,2012,2013,2014,2015,2016,2017
WHITE,IN,15900,18181,15,,INDIANA,,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
WHITLEY,IN,15910,18183,2760,,"FORT WAYNE, IN",23060,"Fort Wayne, IN",23060,"Fort Wayne, IN",15,18,2005,2011,2012,2013,2014,2015,2016,2017
STATEWIDE,IN,15999,18990,15,,INDIANA,,,,,15,18,2005,2011,2012,2013,2014,2015,2016,2017
ADAIR,IA,16000,19001,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
ADAMS,IA,16010,19003,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
ALLAMAKEE,IA,16020,19005,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
APPANOOSE,IA,16030,19007,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
AUDUBON,IA,16040,19009,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
BENTON,IA,16050,19011,16,,IOWA,16300,"Cedar Rapids, IA",16300,"Cedar Rapids, IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
BLACK HAWK,IA,16060,19013,8920,,"WATERLOO-CEDAR FALLS, IA",47940,"Waterloo-Cedar Falls, IA",47940,"Waterloo-Cedar Falls, IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
BOONE,IA,16070,19015,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
BREMER,IA,16080,19017,16,,IOWA,47940,"Waterloo-Cedar Falls, IA",47940,"Waterloo-Cedar Falls, IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
BUCHANAN,IA,16090,19019,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
BUENA VISTA,IA,16100,19021,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
BUTLER,IA,16110,19023,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
CALHOUN,IA,16120,19025,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
CARROLL,IA,16130,19027,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
CASS,IA,16140,19029,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
CEDAR,IA,16150,19031,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
CERRO GORDO,IA,16160,19033,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
CHEROKEE,IA,16170,19035,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
CHICKASAW,IA,16180,19037,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
CLARKE,IA,16190,19039,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
CLAY,IA,16200,19041,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
CLAYTON,IA,16210,19043,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
CLINTON,IA,16220,19045,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
CRAWFORD,IA,16230,19047,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
DALLAS,IA,16240,19049,2120,,"DES MOINES, IA",19780,"Des Moines, IA",19780,"Des Moines-West Des Moines, IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
DAVIS,IA,16250,19051,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
DECATUR,IA,16260,19053,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
DELAWARE,IA,16270,19055,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
DES MOINES,IA,16280,19057,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
DICKINSON,IA,16290,19059,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
DUBUQUE,IA,16300,19061,2200,,"DUBUQUE, IA",20220,"Dubuque, IA",20220,"Dubuque, IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
EMMET,IA,16310,19063,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
FAYETTE,IA,16320,19065,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
FLOYD,IA,16330,19067,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
FRANKLIN,IA,16340,19069,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
FREMONT,IA,16350,19071,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
GREENE,IA,16360,19073,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
GRUNDY,IA,16370,19075,16,,IOWA,47940,"Waterloo-Cedar Falls, IA",47940,"Waterloo-Cedar Falls, IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
GUTHRIE,IA,16380,19077,16,,IOWA,19780,"Des Moines, IA",19780,"Des Moines-West Des Moines, IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
HAMILTON,IA,16390,19079,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
HANCOCK,IA,16400,19081,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
HARDIN,IA,16410,19083,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
HARRISON,IA,16420,19085,16,,IOWA,36540,"Omaha-Council Bluffs, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
HENRY,IA,16430,19087,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
HOWARD,IA,16440,19089,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
HUMBOLDT,IA,16450,19091,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
IDA,IA,16460,19093,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
IOWA,IA,16470,19095,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
JACKSON,IA,16480,19097,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
JASPER,IA,16490,19099,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
JEFFERSON,IA,16500,19101,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
JOHNSON,IA,16510,19103,3500,,"IOWA CITY, IA",26980,"Iowa City, IA",26980,"Iowa City, IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
JONES,IA,16520,19105,16,,IOWA,16300,"Cedar Rapids, IA",16300,"Cedar Rapids, IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
KEOKUK,IA,16530,19107,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
KOSSUTH,IA,16540,19109,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
LEE,IA,16550,19111,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
LINN,IA,16560,19113,1360,,"CEDAR RAPIDS, IA",16300,"Cedar Rapids, IA",16300,"Cedar Rapids, IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
LOUISA,IA,16570,19115,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
LUCAS,IA,16580,19117,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
LYON,IA,16590,19119,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
MADISON,IA,16600,19121,16,,IOWA,19780,"Des Moines, IA",19780,"Des Moines-West Des Moines, IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
MAHASKA,IA,16610,19123,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
MARION,IA,16620,19125,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
MARSHALL,IA,16630,19127,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
MILLS,IA,16640,19129,16,,IOWA,36540,"Omaha-Council Bluffs, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
MITCHELL,IA,16650,19131,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
MONONA,IA,16660,19133,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
MONROE,IA,16670,19135,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
MONTGOMERY,IA,16680,19137,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
MUSCATINE,IA,16690,19139,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
OBRIEN,IA,16700,19141,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
OSCEOLA,IA,16710,19143,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
PAGE,IA,16720,19145,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
PALO ALTO,IA,16730,19147,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
PLYMOUTH,IA,16740,19149,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
POCAHONTAS,IA,16750,19151,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
POLK,IA,16760,19153,2120,,"DES MOINES, IA",19780,"Des Moines, IA",19780,"Des Moines-West Des Moines, IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
POTTAWATTAMIE,IA,16770,19155,5920,,"OMAHA, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
POWESHIEK,IA,16780,19157,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
RINGGOLD,IA,16790,19159,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
SAC,IA,16800,19161,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
SCOTT,IA,16810,19163,1960,,"DAVENPORT-ROCK ISLAND-MOLINE, IA-IL",19340,"Davenport-Moline-Rock Island, IA-IL",19340,"Davenport-Moline-Rock Island, IA-IL",16,19,2005,2011,2012,2013,2014,2015,2016,2017
SHELBY,IA,16820,19165,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
SIOUX,IA,16830,19167,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
STORY,IA,16840,19169,16,,IOWA,11180,"Ames, IA",11180,"Ames, IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
TAMA,IA,16850,19171,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
TAYLOR,IA,16860,19173,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
UNION,IA,16870,19175,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
VAN BUREN,IA,16880,19177,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
WAPELLO,IA,16890,19179,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
WARREN,IA,16900,19181,2120,,"DES MOINES, IA",19780,"Des Moines, IA",19780,"Des Moines-West Des Moines, IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
WASHINGTON,IA,16910,19183,16,,IOWA,26980,"Iowa City, IA",26980,"Iowa City, IA",16,19,2005,2011,2012,2013,2014,2015,2016,2017
WAYNE,IA,16920,19185,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
WEBSTER,IA,16930,19187,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
WINNEBAGO,IA,16940,19189,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
WINNESHIEK,IA,16950,19191,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
WOODBURY,IA,16960,19193,7720,,"SIOUX CITY, IA-NE",43580,"Sioux City, IA-NE-SD",43580,"Sioux City, IA-NE-SD",16,19,2005,2011,2012,2013,2014,2015,2016,2017
WORTH,IA,16970,19195,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
WRIGHT,IA,16980,19197,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
STATEWIDE,IA,16999,19990,16,,IOWA,,,,,16,19,2005,2011,2012,2013,2014,2015,2016,2017
ALLEN,KS,17000,20001,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
ANDERSON,KS,17010,20003,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
ATCHISON,KS,17020,20005,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
BARBER,KS,17030,20007,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
BARTON,KS,17040,20009,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
BOURBON,KS,17050,20011,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
BROWN,KS,17060,20013,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
BUTLER,KS,17070,20015,9040,,"WICHITA, KS",48620,"Wichita, KS",48620,"Wichita, KS",17,20,2005,2011,2012,2013,2014,2015,2016,2017
CHASE,KS,17080,20017,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
CHAUTAUQUA,KS,17090,20019,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
CHEROKEE,KS,17100,20021,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
CHEYENNE,KS,17110,20023,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
CLARK,KS,17120,20025,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
CLAY,KS,17130,20027,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
CLOUD,KS,17140,20029,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
COFFEY,KS,17150,20031,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
COMANCHE,KS,17160,20033,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
COWLEY,KS,17170,20035,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
CRAWFORD,KS,17180,20037,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
DECATUR,KS,17190,20039,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
DICKINSON,KS,17200,20041,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
DONIPHAN,KS,17210,20043,17,,KANSAS,41140,"St. Joseph, MO-KS",41140,"St. Joseph, MO-KS",17,20,2005,2011,2012,2013,2014,2015,2016,2017
DOUGLAS,KS,17220,20045,4150,,"LAWRENCE, KS",29940,"Lawrence, KS",29940,"Lawrence, KS",17,20,2005,2011,2012,2013,2014,2015,2016,2017
EDWARDS,KS,17230,20047,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
ELK,KS,17240,20049,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
ELLIS,KS,17250,20051,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
ELLSWORTH,KS,17260,20053,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
FINNEY,KS,17270,20055,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
FORD,KS,17280,20057,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
FRANKLIN,KS,17290,20059,17,,KANSAS,28140,"Kansas City, MO-KS",28140,"Kansas City, MO-KS",17,20,2005,2011,2012,2013,2014,2015,2016,2017
GEARY,KS,17300,20061,17,,KANSAS,,,31740,"Manhattan, KS",17,20,2005,2011,2012,2013,2014,2015,2016,2017
GOVE,KS,17310,20063,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
GRAHAM,KS,17320,20065,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
GRANT,KS,17330,20067,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
GRAY,KS,17340,20069,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
GREELEY,KS,17350,20071,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
GREENWOOD,KS,17360,20073,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
HAMILTON,KS,17370,20075,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
HARPER,KS,17380,20077,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
HARVEY,KS,17390,20079,9040,,"WICHITA, KS",48620,"Wichita, KS",48620,"Wichita, KS",17,20,2005,2011,2012,2013,2014,2015,2016,2017
HASKELL,KS,17391,20081,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
HODGEMAN,KS,17410,20083,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
JACKSON,KS,17420,20085,17,,KANSAS,45820,"Topeka, KS",45820,"Topeka, KS",17,20,2005,2011,2012,2013,2014,2015,2016,2017
JEFFERSON,KS,17430,20087,17,,KANSAS,45820,"Topeka, KS",45820,"Topeka, KS",17,20,2005,2011,2012,2013,2014,2015,2016,2017
JEWELL,KS,17440,20089,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
JOHNSON,KS,17450,20091,3760,L,"KANSAS CITY, MO-KS",28140,"Kansas City, MO-KS",28140,"Kansas City, MO-KS",17,20,2005,2011,2012,2013,2014,2015,2016,2017
KEARNY,KS,17451,20093,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
KINGMAN,KS,17470,20095,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
KIOWA,KS,17480,20097,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
LABETTE,KS,17490,20099,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
LANE,KS,17500,20101,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
LEAVENWORTH,KS,17510,20103,3760,L,"KANSAS CITY, MO-KS",28140,"Kansas City, MO-KS",28140,"Kansas City, MO-KS",17,20,2005,2011,2012,2013,2014,2015,2016,2017
LINCOLN,KS,17520,20105,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
LINN,KS,17530,20107,17,,KANSAS,28140,"Kansas City, MO-KS",28140,"Kansas City, MO-KS",17,20,2005,2011,2012,2013,2014,2015,2016,2017
LOGAN,KS,17540,20109,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
LYON,KS,17550,20111,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
MCPHERSON,KS,17560,20113,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
MARION,KS,17570,20115,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
MARSHALL,KS,17580,20117,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
MEADE,KS,17590,20119,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
MIAMI,KS,17600,20121,3760,L,"KANSAS CITY, MO-KS",28140,"Kansas City, MO-KS",28140,"Kansas City, MO-KS",17,20,2005,2011,2012,2013,2014,2015,2016,2017
MITCHELL,KS,17610,20123,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
MONTGOMERY,KS,17620,20125,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
MORRIS,KS,17630,20127,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
MORTON,KS,17640,20129,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
NEMAHA,KS,17650,20131,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
NEOSHO,KS,17660,20133,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
NESS,KS,17670,20135,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
NORTON,KS,17680,20137,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
OSAGE,KS,17690,20139,17,,KANSAS,45820,"Topeka, KS",45820,"Topeka, KS",17,20,2005,2011,2012,2013,2014,2015,2016,2017
OSBORNE,KS,17700,20141,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
OTTAWA,KS,17710,20143,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
PAWNEE,KS,17720,20145,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
PHILLIPS,KS,17730,20147,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
POTTAWATOMIE,KS,17740,20149,17,,KANSAS,,,31740,"Manhattan, KS",17,20,2005,2011,2012,2013,2014,2015,2016,2017
PRATT,KS,17750,20151,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
RAWLINS,KS,17760,20153,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
RENO,KS,17770,20155,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
REPUBLIC,KS,17780,20157,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
RICE,KS,17790,20159,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
RILEY,KS,17800,20161,17,,KANSAS,,,31740,"Manhattan, KS",17,20,2005,2011,2012,2013,2014,2015,2016,2017
ROOKS,KS,17810,20163,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
RUSH,KS,17820,20165,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
RUSSELL,KS,17830,20167,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
SALINE,KS,17840,20169,17,,KANSAS,,,,,17,20,2005,2011,2012,2013,2014,2015,2016,2017
